user_id,home_location,preferred_payment_type,average_transaction_amount,transaction_amount_std_dev,favorite_merchants,active_start_hour,active_end_hour,known_devices,travel_frequency,risk_tolerance
U04504,Delhi,Wallet,1404.06,416.08,Paytm|Starbucks|Swiggy|PhonePe|Hotstar,6,21,D04504-A|D04504-B,0.13,Low
U04505,Ahmedabad,Wallet,3824.21,1891.79,Flipkart|Myntra|Spotify|Ola|McDonalds,6,22,D04505-A|D04505-B,0.13,Medium
U04506,Hyderabad,UPI,2416.7,1376.07,PhonePe|Paytm|Spotify|Hotstar|BigBasket,6,21,D04506-A|D04506-B,0.18,Low
U04507,Pune,UPI,1293.77,362.05,Paytm|Amazon|BookMyShow|BigBasket|Flipkart,10,19,D04507-A|D04507-B,0.23,Medium
U04508,Chennai,UPI,2692.68,1119.31,Flipkart|IRCTC|Groww|McDonalds|BookMyShow,9,19,D04508-A|D04508-B,0.05,Low
U04509,Ahmedabad,UPI,2175.7,639.05,Amazon|Zomato|Swiggy|Uber|Spotify,11,23,D04509-A|D04509-B,0.21,High
U04510,Delhi,Wallet,2400.47,935.88,Netflix|Spotify|Zerodha|MakeMyTrip|Amazon,10,20,D04510-A|D04510-B,0.1,Low
U04511,Delhi,UPI,4515.26,1711.41,Uber|Flipkart|Ola|Starbucks|Zomato,7,19,D04511-A|D04511-B,0.11,Medium
U04512,Delhi,UPI,1122.64,660.34,Zomato|Hotstar|Amazon|Netflix|McDonalds,11,23,D04512-A|D04512-B,0.17,High
U04513,Delhi,UPI,3367.31,1676.04,Hotstar|Flipkart|Groww|BigBasket|Swiggy,9,20,D04513-A|D04513-B,0.18,Medium
U04514,Hyderabad,Wallet,4388.86,1133.29,Uber|Amazon|Hotstar|MakeMyTrip|Swiggy,8,20,D04514-A|D04514-B,0.08,High
U04515,Chennai,Card,2148.78,1320.77,Uber|Hotstar|BigBasket|McDonalds|MakeMyTrip,10,22,D04515-A|D04515-B,0.05,High
U04516,Bangalore,Wallet,2604.1,1646.85,Amazon|MakeMyTrip|Flipkart|Myntra|Starbucks,8,20,D04516-A|D04516-B,0.14,High
U04517,Pune,NetBanking,1285.06,726.39,Zerodha|Ola|Uber|Swiggy|McDonalds,9,19,D04517-A|D04517-B,0.19,Medium
U04518,Ahmedabad,NetBanking,392.63,200.6,Ola|MakeMyTrip|Paytm|BookMyShow|Swiggy,7,20,D04518-A|D04518-B,0.08,Low
U04519,Mumbai,Wallet,2140.49,1258.11,Flipkart|Zerodha|McDonalds|BigBasket|Spotify,9,19,D04519-A|D04519-B,0.19,High
U04520,Pune,UPI,1409.61,287.18,IRCTC|Myntra|Zerodha|Groww|Hotstar,9,21,D04520-A|D04520-B,0.23,Low
U04521,Delhi,Wallet,4889.1,1811.3,Flipkart|Paytm|Swiggy|Myntra|Groww,8,20,D04521-A|D04521-B,0.02,High
U04522,Pune,Card,4804.62,2579.32,Netflix|PhonePe|MakeMyTrip|BigBasket|Amazon,11,19,D04522-A|D04522-B,0.23,High
U04523,Mumbai,Card,1919.13,959.4,Myntra|Swiggy|Uber|PhonePe|Spotify,10,21,D04523-A|D04523-B,0.23,Medium
U04524,Pune,Wallet,4174.66,2898.71,BookMyShow|Netflix|Myntra|Zerodha|Paytm,11,20,D04524-A|D04524-B,0.25,Low
U04525,Hyderabad,UPI,2170.74,643.29,Spotify|BigBasket|Amazon|Swiggy|IRCTC,6,19,D04525-A|D04525-B,0.06,Low
U04526,Chennai,Card,4766.93,2023.13,Swiggy|Flipkart|Ola|BookMyShow|McDonalds,10,22,D04526-A|D04526-B,0.2,High
U04527,Pune,Wallet,4767.07,2359.42,Myntra|Groww|Ola|Paytm|Flipkart,7,20,D04527-A|D04527-B,0.09,Low
U04528,Chennai,NetBanking,3065.03,1055.96,Zerodha|Uber|McDonalds|Amazon|Spotify,10,19,D04528-A|D04528-B,0.05,Medium
U04529,Delhi,Wallet,2493.17,806.78,Groww|Swiggy|Amazon|Hotstar|Zerodha,6,21,D04529-A|D04529-B,0.16,Low
U04530,Chennai,Card,2290.46,1280.79,BigBasket|Starbucks|Paytm|Myntra|Ola,9,20,D04530-A|D04530-B,0.13,Medium
U04531,Hyderabad,UPI,4892.15,3072.49,McDonalds|Paytm|MakeMyTrip|Swiggy|BookMyShow,10,21,D04531-A|D04531-B,0.05,Low
U04532,Chennai,Card,3750.72,1727.52,Hotstar|Uber|Starbucks|Paytm|BookMyShow,11,19,D04532-A|D04532-B,0.05,High
U04533,Hyderabad,Card,1314.55,556.07,Swiggy|MakeMyTrip|Hotstar|Spotify|Ola,11,23,D04533-A|D04533-B,0.25,High
U04534,Chennai,Card,1168.4,586.05,Flipkart|IRCTC|Starbucks|BookMyShow|MakeMyTrip,10,20,D04534-A|D04534-B,0.07,High
U04535,Chennai,Wallet,2494.83,1312.83,McDonalds|IRCTC|BigBasket|PhonePe|Zomato,10,22,D04535-A|D04535-B,0.16,High
U04536,Kolkata,Card,2553.08,856.86,McDonalds|Starbucks|BigBasket|Swiggy|Netflix,10,20,D04536-A|D04536-B,0.06,Medium
U04537,Pune,Card,4199.31,903.77,Netflix|Zerodha|Groww|Hotstar|Starbucks,6,22,D04537-A|D04537-B,0.07,Low
U04538,Bangalore,Wallet,4499.86,1993.41,Starbucks|McDonalds|PhonePe|Spotify|Swiggy,9,19,D04538-A|D04538-B,0.14,High
U04539,Ahmedabad,NetBanking,4388.77,2399.77,Flipkart|PhonePe|Zomato|Uber|Netflix,7,22,D04539-A|D04539-B,0.21,High
U04540,Ahmedabad,UPI,3328.77,1921.89,McDonalds|Swiggy|Spotify|BigBasket|Hotstar,6,19,D04540-A|D04540-B,0.21,Low
U04541,Mumbai,Card,4461.3,2355.25,MakeMyTrip|BookMyShow|Myntra|McDonalds|BigBasket,10,20,D04541-A|D04541-B,0.19,Low
U04542,Ahmedabad,UPI,1580.33,571.17,Ola|Zomato|Paytm|BigBasket|Amazon,7,20,D04542-A|D04542-B,0.24,Medium
U04543,Delhi,NetBanking,4753.46,2554.6,Groww|Amazon|MakeMyTrip|Zerodha|BookMyShow,10,22,D04543-A|D04543-B,0.02,Medium
U04544,Ahmedabad,NetBanking,2434.21,934.55,Swiggy|Ola|Zerodha|BigBasket|MakeMyTrip,9,23,D04544-A|D04544-B,0.07,Medium
U04545,Kolkata,Wallet,4741.34,1921.72,Ola|Zerodha|Uber|Flipkart|MakeMyTrip,9,19,D04545-A|D04545-B,0.18,Low
U04546,Mumbai,UPI,428.98,206.67,Flipkart|Paytm|MakeMyTrip|Netflix|IRCTC,7,21,D04546-A|D04546-B,0.19,Low
U04547,Ahmedabad,Wallet,4285.26,1915.91,Spotify|PhonePe|Flipkart|McDonalds|Paytm,7,19,D04547-A|D04547-B,0.19,Medium
U04548,Pune,NetBanking,1322.37,772.63,Netflix|Amazon|McDonalds|Spotify|Hotstar,6,20,D04548-A|D04548-B,0.21,Low
U04549,Delhi,UPI,1192.48,767.77,BookMyShow|Groww|Netflix|Swiggy|Myntra,7,20,D04549-A|D04549-B,0.07,Medium
U04550,Hyderabad,UPI,3735.34,1163.17,IRCTC|Flipkart|Uber|Paytm|Swiggy,10,23,D04550-A|D04550-B,0.17,Medium
U04551,Bangalore,NetBanking,2184.87,1011.13,Netflix|Groww|Starbucks|Paytm|Amazon,10,23,D04551-A|D04551-B,0.18,High
U04552,Ahmedabad,Card,4535.82,2802.44,Uber|Hotstar|Ola|Netflix|Paytm,8,20,D04552-A|D04552-B,0.04,Medium
U04553,Ahmedabad,NetBanking,4604.53,1836.42,Starbucks|MakeMyTrip|Netflix|Ola|Zomato,7,19,D04553-A|D04553-B,0.14,Low
U04554,Ahmedabad,NetBanking,796.33,552.26,McDonalds|BookMyShow|Zomato|Uber|IRCTC,6,19,D04554-A|D04554-B,0.11,High
U04555,Ahmedabad,Wallet,1985.08,679.42,Amazon|Starbucks|Zerodha|Hotstar|IRCTC,10,23,D04555-A|D04555-B,0.12,Low
U04556,Hyderabad,UPI,2827.94,1686.95,Paytm|McDonalds|Netflix|PhonePe|Uber,11,20,D04556-A|D04556-B,0.06,Low
U04557,Bangalore,UPI,732.83,366.07,Flipkart|Swiggy|PhonePe|Starbucks|Netflix,7,20,D04557-A|D04557-B,0.25,Medium
U04558,Mumbai,Wallet,1628.45,426.71,Paytm|BigBasket|Myntra|PhonePe|Netflix,10,22,D04558-A|D04558-B,0.05,High
U04559,Mumbai,Card,4629.64,1204.28,BookMyShow|Paytm|Uber|MakeMyTrip|Spotify,9,19,D04559-A|D04559-B,0.22,Medium
U04560,Delhi,NetBanking,4950.51,3215.65,IRCTC|Amazon|PhonePe|Paytm|BookMyShow,8,21,D04560-A|D04560-B,0.07,Low
U04561,Bangalore,UPI,1126.21,250.72,IRCTC|Paytm|Uber|Zomato|Spotify,11,23,D04561-A|D04561-B,0.22,Medium
U04562,Ahmedabad,UPI,4995.28,2290.3,Spotify|Myntra|Hotstar|Uber|BookMyShow,7,22,D04562-A|D04562-B,0.08,Low
U04563,Bangalore,Wallet,4026.47,1844.46,Zomato|Hotstar|Zerodha|Netflix|Flipkart,6,19,D04563-A|D04563-B,0.16,High
U04564,Mumbai,Wallet,3902.87,1204.14,Starbucks|Spotify|MakeMyTrip|IRCTC|Netflix,6,22,D04564-A|D04564-B,0.16,Low
U04565,Delhi,UPI,4648.4,2320.68,Spotify|Starbucks|Zomato|PhonePe|Flipkart,10,19,D04565-A|D04565-B,0.15,High
U04566,Ahmedabad,Wallet,1694.88,700.91,PhonePe|Swiggy|BigBasket|Ola|Groww,10,21,D04566-A|D04566-B,0.25,Low
U04567,Bangalore,Card,2341.4,925.47,Ola|Zerodha|Swiggy|McDonalds|IRCTC,9,22,D04567-A|D04567-B,0.06,Medium
U04568,Ahmedabad,UPI,4996.83,1674.26,MakeMyTrip|PhonePe|McDonalds|BookMyShow|Myntra,11,19,D04568-A|D04568-B,0.16,Medium
U04569,Kolkata,NetBanking,4285.85,2898.91,Paytm|BigBasket|PhonePe|Hotstar|Swiggy,8,19,D04569-A|D04569-B,0.2,High
U04570,Bangalore,Wallet,3064.75,2044.01,BookMyShow|BigBasket|Paytm|Ola|Myntra,8,20,D04570-A|D04570-B,0.18,Low
U04571,Ahmedabad,Card,2000.79,1316.04,Groww|Spotify|Myntra|Zomato|Flipkart,7,20,D04571-A|D04571-B,0.03,High
U04572,Pune,UPI,4686.22,1158.22,BigBasket|BookMyShow|IRCTC|Starbucks|Myntra,9,22,D04572-A|D04572-B,0.19,High
U04573,Hyderabad,Wallet,1331.37,929.46,Swiggy|Uber|MakeMyTrip|Ola|Starbucks,11,21,D04573-A|D04573-B,0.13,Medium
U04574,Pune,UPI,2057.08,638.23,Paytm|McDonalds|Amazon|Myntra|IRCTC,8,22,D04574-A|D04574-B,0.11,Medium
U04575,Kolkata,Card,2542.91,1613.69,Starbucks|Zerodha|IRCTC|Spotify|Uber,9,21,D04575-A|D04575-B,0.17,Low
U04576,Ahmedabad,UPI,3490.0,737.21,Spotify|Ola|Paytm|BookMyShow|PhonePe,8,19,D04576-A|D04576-B,0.24,Medium
U04577,Delhi,Card,1732.96,563.15,MakeMyTrip|PhonePe|Starbucks|BookMyShow|Hotstar,11,20,D04577-A|D04577-B,0.11,Low
U04578,Hyderabad,Wallet,3076.95,1682.97,Starbucks|Flipkart|Paytm|Amazon|Ola,9,20,D04578-A|D04578-B,0.17,High
U04579,Bangalore,UPI,1222.86,482.41,IRCTC|Paytm|BookMyShow|Spotify|Uber,7,19,D04579-A|D04579-B,0.05,High
U04580,Delhi,Card,2255.8,562.8,Starbucks|Groww|BookMyShow|Netflix|Myntra,6,20,D04580-A|D04580-B,0.05,Medium
U04581,Bangalore,UPI,1329.38,833.94,McDonalds|IRCTC|BookMyShow|Paytm|Starbucks,8,20,D04581-A|D04581-B,0.13,Low
U04582,Mumbai,Wallet,4341.2,2960.42,Zerodha|Swiggy|IRCTC|Hotstar|Amazon,9,22,D04582-A|D04582-B,0.12,High
U04583,Kolkata,Card,2560.08,518.39,Spotify|Myntra|Groww|Zerodha|Starbucks,11,19,D04583-A|D04583-B,0.18,Low
U04584,Hyderabad,NetBanking,1195.76,433.9,Swiggy|MakeMyTrip|Flipkart|McDonalds|Starbucks,8,20,D04584-A|D04584-B,0.08,High
U04585,Bangalore,Wallet,4750.37,2846.37,Zomato|McDonalds|PhonePe|BigBasket|IRCTC,10,19,D04585-A|D04585-B,0.25,High
U04586,Bangalore,Wallet,2837.59,1567.51,BookMyShow|Netflix|Uber|Zomato|Groww,9,19,D04586-A|D04586-B,0.08,Low
U04587,Pune,Card,3827.04,1206.89,Amazon|Swiggy|Starbucks|Spotify|Zomato,10,23,D04587-A|D04587-B,0.17,Medium
U04588,Chennai,Card,2849.36,730.7,Netflix|Myntra|Paytm|Amazon|MakeMyTrip,8,20,D04588-A|D04588-B,0.06,High
U04589,Mumbai,Wallet,1683.78,991.12,Spotify|IRCTC|Uber|Flipkart|Groww,11,21,D04589-A|D04589-B,0.25,Low
U04590,Bangalore,Wallet,414.4,255.92,Amazon|Zerodha|Starbucks|Paytm|Groww,11,21,D04590-A|D04590-B,0.12,Low
U04591,Kolkata,Card,1524.2,821.2,Swiggy|Zerodha|BigBasket|Netflix|MakeMyTrip,8,20,D04591-A|D04591-B,0.1,Low
U04592,Delhi,Card,4057.54,2280.16,Paytm|Groww|IRCTC|Spotify|Ola,9,21,D04592-A|D04592-B,0.23,High
U04593,Pune,Card,1337.22,316.87,Swiggy|Myntra|MakeMyTrip|Zerodha|Ola,6,20,D04593-A|D04593-B,0.07,Medium
U04594,Delhi,Card,3575.56,973.11,Uber|McDonalds|Amazon|Starbucks|PhonePe,6,23,D04594-A|D04594-B,0.06,Low
U04595,Delhi,Card,2407.82,1495.82,Flipkart|Zomato|Hotstar|MakeMyTrip|Amazon,8,21,D04595-A|D04595-B,0.1,Low
U04596,Delhi,UPI,4887.58,2566.63,MakeMyTrip|IRCTC|BookMyShow|Flipkart|Spotify,7,23,D04596-A|D04596-B,0.06,Low
U04597,Pune,Wallet,2543.6,1313.45,Uber|Swiggy|IRCTC|BigBasket|Hotstar,8,20,D04597-A|D04597-B,0.15,Medium
U04598,Ahmedabad,UPI,3450.38,2206.56,Flipkart|Spotify|Amazon|IRCTC|BigBasket,7,19,D04598-A|D04598-B,0.21,High
U04599,Pune,NetBanking,746.07,281.71,BookMyShow|Spotify|Myntra|Flipkart|Starbucks,7,23,D04599-A|D04599-B,0.12,Low
U04600,Chennai,Card,648.15,348.78,Groww|BigBasket|Hotstar|Starbucks|Amazon,7,20,D04600-A|D04600-B,0.14,Low
U04601,Delhi,UPI,1903.44,886.66,Spotify|Uber|Swiggy|Zerodha|Zomato,7,22,D04601-A|D04601-B,0.19,Low
U04602,Pune,NetBanking,3137.88,1021.59,Uber|MakeMyTrip|McDonalds|PhonePe|Swiggy,11,19,D04602-A|D04602-B,0.1,Low
U04603,Bangalore,UPI,3444.87,879.48,PhonePe|Uber|Hotstar|Zomato|Zerodha,8,20,D04603-A|D04603-B,0.05,High
U04604,Bangalore,Card,4924.76,3166.91,IRCTC|Netflix|Swiggy|Paytm|PhonePe,11,23,D04604-A|D04604-B,0.21,High
U04605,Hyderabad,Wallet,2655.74,1671.13,Amazon|McDonalds|Zomato|Swiggy|Hotstar,7,20,D04605-A|D04605-B,0.04,Low
U04606,Kolkata,Wallet,1457.85,877.13,Zomato|BigBasket|BookMyShow|PhonePe|MakeMyTrip,6,23,D04606-A|D04606-B,0.24,High
U04607,Pune,NetBanking,309.19,158.98,Starbucks|BigBasket|Netflix|Uber|Zomato,7,20,D04607-A|D04607-B,0.15,High
U04608,Ahmedabad,NetBanking,455.58,186.73,McDonalds|MakeMyTrip|BigBasket|Zerodha|Uber,7,20,D04608-A|D04608-B,0.15,High
U04609,Delhi,UPI,2959.8,1456.39,Myntra|Starbucks|Hotstar|Paytm|MakeMyTrip,7,23,D04609-A|D04609-B,0.16,Low
U04610,Bangalore,NetBanking,4064.14,2074.77,Myntra|McDonalds|Paytm|Starbucks|IRCTC,9,23,D04610-A|D04610-B,0.04,Low
U04611,Ahmedabad,Card,739.4,302.74,BigBasket|PhonePe|BookMyShow|Ola|Starbucks,9,19,D04611-A|D04611-B,0.16,High
U04612,Mumbai,Card,2021.38,1313.74,Swiggy|Spotify|Ola|Netflix|Hotstar,6,23,D04612-A|D04612-B,0.12,Medium
U04613,Hyderabad,Card,2739.11,767.21,Flipkart|Myntra|Hotstar|Spotify|IRCTC,10,21,D04613-A|D04613-B,0.04,High
U04614,Mumbai,NetBanking,2619.01,1794.66,Swiggy|Myntra|BookMyShow|Netflix|Ola,9,21,D04614-A|D04614-B,0.03,High
U04615,Pune,UPI,3004.23,815.19,Groww|Ola|Uber|Zerodha|Netflix,8,19,D04615-A|D04615-B,0.08,Medium
U04616,Bangalore,Wallet,1652.76,555.95,IRCTC|PhonePe|Paytm|BookMyShow|Spotify,7,21,D04616-A|D04616-B,0.03,High
U04617,Hyderabad,Card,4109.26,1894.0,Swiggy|Zomato|Ola|Flipkart|BigBasket,9,19,D04617-A|D04617-B,0.24,High
U04618,Mumbai,UPI,4142.62,1471.44,Amazon|Flipkart|Groww|Starbucks|Hotstar,6,20,D04618-A|D04618-B,0.2,Low
U04619,Kolkata,Wallet,2114.67,1133.32,Netflix|IRCTC|Groww|Ola|Starbucks,9,19,D04619-A|D04619-B,0.16,Medium
U04620,Mumbai,Card,988.75,674.43,Ola|Netflix|Zomato|Groww|MakeMyTrip,10,20,D04620-A|D04620-B,0.05,Low
U04621,Chennai,NetBanking,3093.48,2119.07,MakeMyTrip|Zerodha|Groww|BookMyShow|Amazon,11,21,D04621-A|D04621-B,0.15,High
U04622,Delhi,Wallet,4776.25,1478.29,Zerodha|Flipkart|Myntra|Paytm|Netflix,9,19,D04622-A|D04622-B,0.17,Low
U04623,Pune,Wallet,3319.66,1129.03,PhonePe|Zomato|Starbucks|Groww|Amazon,11,19,D04623-A|D04623-B,0.03,High
U04624,Pune,Wallet,4380.27,1092.81,MakeMyTrip|BookMyShow|Spotify|Zomato|Myntra,9,21,D04624-A|D04624-B,0.06,Low
U04625,Delhi,Card,869.61,401.24,Flipkart|BookMyShow|Amazon|Groww|Ola,7,22,D04625-A|D04625-B,0.18,Medium
U04626,Mumbai,NetBanking,3136.25,1325.04,BookMyShow|Zerodha|Groww|Hotstar|Myntra,9,20,D04626-A|D04626-B,0.09,Medium
U04627,Hyderabad,Wallet,513.26,232.8,Hotstar|Uber|Ola|Paytm|BigBasket,6,21,D04627-A|D04627-B,0.16,Medium
U04628,Delhi,UPI,624.9,434.95,Amazon|McDonalds|IRCTC|Netflix|Flipkart,8,21,D04628-A|D04628-B,0.25,Medium
U04629,Hyderabad,Card,4591.6,1336.61,BookMyShow|McDonalds|Paytm|PhonePe|Starbucks,9,19,D04629-A|D04629-B,0.08,High
U04630,Chennai,Card,2779.82,1008.2,Swiggy|PhonePe|Netflix|Paytm|Groww,8,22,D04630-A|D04630-B,0.16,High
U04631,Mumbai,NetBanking,3535.91,1441.06,IRCTC|Flipkart|Amazon|BookMyShow|Ola,8,20,D04631-A|D04631-B,0.16,Low
U04632,Ahmedabad,UPI,2590.01,578.9,BookMyShow|BigBasket|Zomato|Uber|Spotify,8,23,D04632-A|D04632-B,0.24,Low
U04633,Kolkata,NetBanking,4552.37,2113.6,Starbucks|Netflix|Spotify|Swiggy|BookMyShow,8,21,D04633-A|D04633-B,0.13,High
U04634,Ahmedabad,UPI,2004.26,1070.08,MakeMyTrip|McDonalds|PhonePe|BigBasket|Zerodha,8,20,D04634-A|D04634-B,0.18,High
U04635,Hyderabad,UPI,3434.89,1289.2,IRCTC|MakeMyTrip|PhonePe|Spotify|Amazon,11,20,D04635-A|D04635-B,0.16,Medium
U04636,Bangalore,Card,994.95,634.39,BookMyShow|IRCTC|Flipkart|Ola|Amazon,8,21,D04636-A|D04636-B,0.22,Medium
U04637,Chennai,UPI,4942.61,2635.29,Paytm|McDonalds|Ola|Spotify|Swiggy,9,20,D04637-A|D04637-B,0.02,High
U04638,Bangalore,Card,2775.03,1661.25,Groww|Starbucks|Netflix|Myntra|Zerodha,9,22,D04638-A|D04638-B,0.04,Low
U04639,Hyderabad,Card,2562.86,1341.41,Ola|Hotstar|McDonalds|IRCTC|Myntra,9,21,D04639-A|D04639-B,0.14,Medium
U04640,Hyderabad,UPI,4222.76,1499.81,Hotstar|McDonalds|IRCTC|Paytm|BigBasket,11,20,D04640-A|D04640-B,0.05,High
U04641,Ahmedabad,Card,1933.11,1317.93,Paytm|BigBasket|Amazon|Zerodha|Spotify,8,19,D04641-A|D04641-B,0.16,High
U04642,Delhi,NetBanking,1221.25,458.4,Netflix|MakeMyTrip|Ola|Uber|Amazon,9,21,D04642-A|D04642-B,0.18,Low
U04643,Pune,Wallet,2316.04,1427.68,Paytm|PhonePe|Swiggy|Spotify|Netflix,10,22,D04643-A|D04643-B,0.1,Low
U04644,Chennai,Card,4167.07,1095.76,McDonalds|Amazon|MakeMyTrip|Flipkart|Spotify,8,20,D04644-A|D04644-B,0.05,Low
U04645,Mumbai,Wallet,2445.59,1273.03,BigBasket|Groww|McDonalds|Flipkart|Starbucks,7,19,D04645-A|D04645-B,0.25,High
U04646,Bangalore,Wallet,1167.73,692.21,Swiggy|Paytm|MakeMyTrip|Flipkart|BookMyShow,7,23,D04646-A|D04646-B,0.22,Low
U04647,Delhi,Card,1804.21,1218.75,Groww|Uber|Netflix|Swiggy|Paytm,11,22,D04647-A|D04647-B,0.24,Low
U04648,Pune,Wallet,3475.98,1115.77,Myntra|Paytm|Spotify|McDonalds|Ola,10,19,D04648-A|D04648-B,0.15,Low
U04649,Pune,Wallet,4996.19,1442.12,BookMyShow|Zerodha|Myntra|Zomato|Flipkart,6,21,D04649-A|D04649-B,0.19,High
U04650,Mumbai,NetBanking,4812.76,3196.77,IRCTC|Paytm|McDonalds|Netflix|Starbucks,9,19,D04650-A|D04650-B,0.15,Low
U04651,Bangalore,NetBanking,2600.07,614.61,BookMyShow|Myntra|Flipkart|Paytm|Groww,11,20,D04651-A|D04651-B,0.21,High
U04652,Pune,Card,1927.66,647.62,MakeMyTrip|Amazon|Hotstar|Zomato|Netflix,8,20,D04652-A|D04652-B,0.17,Medium
U04653,Bangalore,UPI,1201.52,344.84,BigBasket|Netflix|Uber|Amazon|Zomato,6,23,D04653-A|D04653-B,0.22,Low
U04654,Mumbai,UPI,942.94,236.66,McDonalds|BookMyShow|Starbucks|Netflix|BigBasket,6,20,D04654-A|D04654-B,0.22,High
U04655,Pune,NetBanking,2938.33,843.83,Starbucks|Uber|McDonalds|Ola|Spotify,10,22,D04655-A|D04655-B,0.21,High
U04656,Delhi,UPI,4299.15,2859.43,MakeMyTrip|Flipkart|Netflix|Starbucks|Spotify,11,19,D04656-A|D04656-B,0.15,Low
U04657,Delhi,Card,4611.77,2269.53,MakeMyTrip|Zomato|Myntra|Uber|Swiggy,7,21,D04657-A|D04657-B,0.22,High
U04658,Delhi,Wallet,3473.52,1570.0,Hotstar|PhonePe|Paytm|Ola|MakeMyTrip,8,22,D04658-A|D04658-B,0.17,Low
U04659,Delhi,NetBanking,1090.82,744.84,Starbucks|Amazon|Uber|Hotstar|Ola,10,19,D04659-A|D04659-B,0.12,Medium
U04660,Pune,Card,2285.08,777.39,Zerodha|BigBasket|Paytm|IRCTC|Myntra,11,20,D04660-A|D04660-B,0.23,High
U04661,Ahmedabad,UPI,2967.18,1555.03,Spotify|Myntra|Zomato|McDonalds|Swiggy,11,20,D04661-A|D04661-B,0.23,Medium
U04662,Chennai,Wallet,861.91,519.94,IRCTC|McDonalds|Flipkart|Spotify|Zomato,7,21,D04662-A|D04662-B,0.1,Medium
U04663,Delhi,UPI,3947.12,1644.33,Swiggy|McDonalds|Uber|Groww|Hotstar,6,20,D04663-A|D04663-B,0.18,Medium
U04664,Chennai,UPI,516.53,287.24,PhonePe|Starbucks|Spotify|IRCTC|Groww,11,21,D04664-A|D04664-B,0.19,Low
U04665,Ahmedabad,NetBanking,4090.68,1248.85,Uber|McDonalds|Netflix|MakeMyTrip|BookMyShow,10,21,D04665-A|D04665-B,0.16,High
U04666,Bangalore,Card,2319.52,474.17,IRCTC|Uber|PhonePe|Hotstar|Starbucks,6,20,D04666-A|D04666-B,0.25,High
U04667,Pune,Wallet,2899.46,690.39,Zerodha|MakeMyTrip|Amazon|BookMyShow|BigBasket,7,21,D04667-A|D04667-B,0.04,High
U04668,Chennai,NetBanking,1650.44,740.25,Zerodha|IRCTC|Netflix|Ola|Uber,6,23,D04668-A|D04668-B,0.15,High
U04669,Bangalore,NetBanking,4314.33,1640.33,Swiggy|BigBasket|Ola|McDonalds|Uber,8,21,D04669-A|D04669-B,0.09,Medium
U04670,Mumbai,UPI,4201.43,1577.84,Uber|Zomato|Ola|MakeMyTrip|Spotify,11,23,D04670-A|D04670-B,0.17,High
U04671,Bangalore,NetBanking,3613.2,1057.57,Hotstar|Zerodha|Myntra|Ola|Flipkart,10,20,D04671-A|D04671-B,0.06,Medium
U04672,Hyderabad,NetBanking,1037.6,710.04,Ola|BigBasket|Amazon|MakeMyTrip|Groww,11,22,D04672-A|D04672-B,0.07,Medium
U04673,Chennai,Card,600.66,392.74,BookMyShow|Flipkart|MakeMyTrip|Spotify|Zomato,6,21,D04673-A|D04673-B,0.18,High
U04674,Kolkata,UPI,1682.25,1007.57,Swiggy|BookMyShow|Starbucks|Paytm|Ola,6,21,D04674-A|D04674-B,0.22,Low
U04675,Pune,Wallet,2924.93,1251.62,Netflix|Flipkart|McDonalds|Uber|Hotstar,11,19,D04675-A|D04675-B,0.25,High
U04676,Bangalore,Card,3436.84,1685.44,Zomato|Netflix|McDonalds|Flipkart|Hotstar,9,20,D04676-A|D04676-B,0.16,Medium
U04677,Kolkata,NetBanking,4759.6,1644.68,BookMyShow|Groww|Swiggy|BigBasket|Flipkart,7,22,D04677-A|D04677-B,0.17,Low
U04678,Hyderabad,Card,1821.56,1147.6,Spotify|MakeMyTrip|Myntra|Uber|BookMyShow,6,23,D04678-A|D04678-B,0.17,High
U04679,Bangalore,UPI,3801.95,2150.61,Netflix|Flipkart|MakeMyTrip|Myntra|Paytm,6,22,D04679-A|D04679-B,0.16,High
U04680,Delhi,NetBanking,1597.77,666.35,Groww|Flipkart|McDonalds|PhonePe|Myntra,8,23,D04680-A|D04680-B,0.25,Medium
U04681,Kolkata,Wallet,414.71,218.93,Spotify|Groww|BigBasket|Starbucks|PhonePe,7,22,D04681-A|D04681-B,0.1,Medium
U04682,Mumbai,NetBanking,1979.98,1239.25,Flipkart|Groww|Ola|Netflix|Hotstar,7,23,D04682-A|D04682-B,0.15,Medium
U04683,Mumbai,Wallet,4441.85,2813.44,Groww|Hotstar|Uber|Paytm|Zerodha,11,22,D04683-A|D04683-B,0.13,Low
U04684,Chennai,Wallet,2566.61,682.96,Uber|IRCTC|Hotstar|Ola|Myntra,7,19,D04684-A|D04684-B,0.2,High
U04685,Mumbai,UPI,3263.99,1322.69,BigBasket|Swiggy|Myntra|Ola|Spotify,6,20,D04685-A|D04685-B,0.19,High
U04686,Delhi,UPI,366.3,242.97,Starbucks|McDonalds|Myntra|MakeMyTrip|Flipkart,10,21,D04686-A|D04686-B,0.13,Low
U04687,Delhi,Card,2176.73,520.2,IRCTC|Zerodha|PhonePe|McDonalds|Flipkart,9,22,D04687-A|D04687-B,0.24,Medium
U04688,Mumbai,UPI,569.57,184.88,Ola|Groww|MakeMyTrip|Uber|IRCTC,10,20,D04688-A|D04688-B,0.1,High
U04689,Ahmedabad,Card,3021.32,1809.08,MakeMyTrip|Ola|Zerodha|Amazon|Flipkart,8,19,D04689-A|D04689-B,0.14,Medium
